source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,173011,Concorrenza sleale,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,civil,GP_TERM_29CCA37DE3C8,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173011,Concorrenza sleale,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_3CD651268031,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173011,Concorrenza sleale,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_4C100B04ADD2,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173012,Concorrenza sleale interferente- marchio di fatto - nome a dominio,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,civil,GP_TERM_9C5E670AC71D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173012,Concorrenza sleale interferente- marchio di fatto - nome a dominio,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_711D5201D8D4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173012,Concorrenza sleale interferente- marchio di fatto - nome a dominio,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_F7F61BA2AC25,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173021,Diritto di autore,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_4054B76901CA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173021,Diritto di autore,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_A8DEFB1C7BFA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173031,Ditta - Insegna - Denominazione sociale,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_7329A00B2161,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173031,Ditta - Insegna - Denominazione sociale,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_C64A6326AF28,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173999,Altri istituti di diritto industriale,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_913D0FB70321,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,173999,Altri istituti di diritto industriale,Contenzioso civile,Diritto industriale - nuovo rito,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_76EAA4D3C071,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,174101,Azione di inefficacia ex art. 144 CCI,Contenzioso civile,Azioni di diritto concorsuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,civil,GP_TERM_0DD128E036DA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,174101,Azione di inefficacia ex art. 144 CCI,Contenzioso civile,Azioni di diritto concorsuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_61D94AF8AA70,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,174101,Azione di inefficacia ex art. 144 CCI,Contenzioso civile,Azioni di diritto concorsuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_34FFA80F66FF,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,174102,Azione di inefficacia ex art. 163 CCI,Contenzioso civile,Azioni di diritto concorsuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,civil,GP_TERM_1BFE235F750A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,174102,Azione di inefficacia ex art. 163 CCI,Contenzioso civile,Azioni di diritto concorsuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_93D13BBB261E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,174102,Azione di inefficacia ex art. 163 CCI,Contenzioso civile,Azioni di diritto concorsuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_D3F00C19DD1F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,174103,Azione di inefficacia ex art. 94 CCI,Contenzioso civile,Azioni di diritto concorsuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Termini societari, concorsuali o di proprietà industriale collegati all'atto",,,,"Dalla delibera, pubblicazione, comunicazione, provvedimento o evento previsto dalla norma speciale",termine speciale,"c.c., c.p.c., c.p.i. o CCII secondo materia",Materia ad alto rischio: calcolo automatico solo dopo individuazione della norma speciale applicabile.,manual_review,False,forward,civil,GP_TERM_B02C79FC8F15,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,174103,Azione di inefficacia ex art. 94 CCI,Contenzioso civile,Azioni di diritto concorsuale,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_7ABC5507D1DF,Richiede verifica professionale prima di calcolo automatico.
